network,seed,rate_noise,epoch,gain_latent_db,gain_signal_db,participation_ratio,modes0,modes1
highcap,1,0.1,200,4.017349066199506,3.817310344132034,1.8837395722077412,3,2
highcap,1,0.1,300,3.987679024147452,3.705091145482136,1.871599802222461,2,2
highcap,1,0.1,400,3.944517291915032,3.5905040876252556,1.8652905661460444,2,2
highcap,1,0.1,500,3.8863166464949987,3.4770918130455044,1.8712754592777638,2,2
highcap,1,0.1,600,3.8145367408374327,3.3913771723000075,1.8838621617342561,2,2
highcap,1,0.1,700,3.7236785211411245,3.2374694057029867,1.9010961234498855,2,2
highcap,1,0.1,800,3.650284244363771,3.180689630997591,1.9170118880715339,2,3
highcap,1,0.1,900,3.585974256992637,3.129868126457792,1.9285217142398563,2,2
highcap,1,0.1,1000,3.5387308388231933,3.111237049807686,1.9351141808664112,2,2
highcap,1,0.1,1100,3.475945781059849,3.086611936360338,1.9406506779868467,2,2
highcap,1,0.1,1200,3.400110730830587,3.0489794847564173,1.94447033584839,2,2
highcap,1,0.1,1300,3.3126670974734687,3.0128026899688454,1.9486959168836147,2,2
highcap,1,0.1,1400,3.203233586126151,2.9172389304281943,1.953422325879816,2,3
highcap,1,0.1,1500,3.118985040892838,2.878992946461519,1.9539806242722457,2,2
highcap,1,0.1,1600,3.043414452315652,2.860086124272197,1.9568081402573745,2,2
highcap,1,0.1,1700,2.9439731717794793,2.771990483316154,1.9629278951660811,2,2
highcap,1,0.1,1800,2.914010584698648,2.79772907596273,1.9600180486518326,2,2
highcap,1,0.1,1900,2.8373358755235802,2.7941701222034006,1.9616671221809716,2,2
highcap,1,0.1,2000,2.7413924571619823,2.729383382049276,1.962389604957228,2,2
highcap,1,0.2,0,0.43813249408298915,0.10841035276997424,1.998680850897289,4,4
highcap,1,0.2,100,3.441178763664608,3.1634302620493777,1.9453827705294922,2,2
highcap,1,0.2,200,3.5732709178414925,2.988359377622329,1.8838178654579223,2,2
highcap,1,0.2,300,3.676375376301017,2.9542930238403926,1.8320461513202935,2,2
highcap,1,0.2,400,3.602144748959823,2.8597967209740744,1.8145704130794251,2,2
highcap,1,0.2,500,3.439148934018128,2.8038941352471625,1.8160101823360115,2,2
highcap,1,0.2,600,3.2271340190739437,2.7301032585457854,1.815141998389131,5,2
highcap,1,0.2,700,2.9475868380602748,2.627125668288718,1.8121380437477455,4,2
highcap,1,0.2,800,2.688156056313879,2.5861861713293326,1.7972230137959364,4,2
highcap,1,0.2,900,2.4810080156227166,2.537014291027859,1.7854209230812759,4,2
highcap,1,0.2,1000,2.284030019956605,2.4690365460497254,1.8133182705160635,4,2
highcap,1,0.2,1100,2.1340870021992213,2.35585009519351,1.8367155588825654,5,2
highcap,1,0.2,1200,2.0367635719700274,2.166096729751903,1.8946715198584576,5,2
highcap,1,0.2,1300,1.9435296573892433,2.3508018981955203,1.8832262042249852,4,2
highcap,1,0.2,1400,1.8511064057267816,2.350465101946206,1.8922875096616518,4,2
highcap,1,0.2,1500,1.8500890738016942,2.3618794589830685,1.897950260806192,3,2
highcap,1,0.2,1600,1.775902264346941,2.314836774163606,1.917147377434704,3,2
highcap,1,0.2,1700,1.8225391920408711,2.2927003030000073,1.9270552551408722,3,2
highcap,1,0.2,1800,1.7023245350033438,2.3512813179974934,1.9242267008144986,3,2
highcap,1,0.2,1900,1.7173011431054679,2.2970559765513894,1.9347293280791034,3,2
highcap,1,0.2,2000,1.6786960380176712,2.3304812886615487,1.9380595901695192,3,2
highcap,1,0.5,0,0.43813249408298915,0.10841035276997424,1.998680850897289,4,4
highcap,1,0.5,100,3.6568855059422702,2.213718230436797,1.771106626940293,4,2
highcap,1,0.5,200,3.6948224473615987,2.3030195556274773,1.7792376542260904,4,2
highcap,1,0.5,300,3.766570662824071,2.3348348065404956,1.767864022598152,3,2
highcap,1,0.5,400,3.7625305781939904,2.3528814593088114,1.7646564944994458,3,2
highcap,1,0.5,500,3.7126685721326584,2.371138605793414,1.7694719296519767,3,2
highcap,1,0.5,600,3.638286148525191,2.349243217881785,1.7720164940356125,3,2
highcap,1,0.5,700,3.55029826912417,2.3718918030185527,1.7868119444669779,3,2
highcap,1,0.5,800,3.468421497253942,2.3795298684968067,1.7990427767029853,4,2
highcap,1,0.5,900,3.395455461578255,2.3782511833644797,1.802365201803522,4,3
highcap,1,0.5,1000,3.3200088722846637,2.321063673387769,1.81467762606688,4,3
highcap,1,0.5,1100,3.2487680373053713,2.349549743308925,1.819889629029609,4,3
highcap,1,0.5,1200,3.208274110599943,2.3779079532289593,1.8283465882329626,4,2
highcap,1,0.5,1300,3.1254056382483935,2.233758155555476,1.8495284604946864,4,2
highcap,1,0.5,1400,3.036010164533659,2.2920503032187316,1.8527295404421726,4,2
highcap,1,0.5,1500,3.031499399871585,2.241776480296794,1.8500426003156953,4,2
highcap,1,0.5,1600,2.953270772526192,2.128191886794223,1.8660892703494314,3,2
highcap,1,0.5,1700,2.940086496124355,2.1683859748989,1.873016885884727,4,2
highcap,1,0.5,1800,2.937691985174439,1.9761760274562938,1.8846496311001644,4,2
highcap,1,0.5,1900,2.8651475493548855,2.0842975036459386,1.8775085938398168,3,2
highcap,1,0.5,2000,2.788877216948059,1.9308846766613659,1.8950288489108782,3,2
highcap,1,1.0,0,0.43813249408298915,0.10841035276997424,1.998680850897289,4,4
highcap,1,1.0,100,4.21431638781328,2.1471695497621397,1.8809354825254432,3,2
highcap,1,1.0,200,4.371217845310426,2.205152295392949,1.8871040009479394,3,2
highcap,1,1.0,300,4.385446452575129,2.2203301751689235,1.8726899284132648,3,2
highcap,1,1.0,400,4.3788954929637125,2.465254327191291,1.8592724452883964,3,2
highcap,1,1.0,500,4.369567433088175,2.5183475419604786,1.852616800265325,4,2
highcap,1,1.0,600,4.3772264364248095,2.5071889970445618,1.8383435897695821,3,2
highcap,1,1.0,700,4.3926196642112085,2.648471102334492,1.8191749845499596,4,2
highcap,1,1.0,800,4.417772639520583,2.67257459381554,1.8073632682613392,4,2
highcap,1,1.0,900,4.4427653910857,2.7436722627462338,1.7873916085152017,4,2
highcap,1,1.0,1000,4.471751423569801,2.7424872707343386,1.7784162756576722,4,2
highcap,1,1.0,1100,4.514880493583929,2.798077028978959,1.7670442880907222,5,2
highcap,1,1.0,1200,4.5633849468758605,2.733744155452749,1.7623671963352594,4,2
highcap,1,1.0,1300,4.593314203667203,2.806714792701623,1.7577688505081335,5,2
highcap,1,1.0,1400,4.650021936561126,2.797664219323865,1.745994031030219,5,2
highcap,1,1.0,1500,4.682622283571069,2.827650414191252,1.7443326515542286,5,2
highcap,1,1.0,1600,4.734037457160884,2.873211780871568,1.729985467947001,4,2
highcap,1,1.0,1700,4.772161039518748,2.924470898152091,1.7234639196488195,5,2
highcap,1,1.0,1800,4.800202895075071,2.827492638174105,1.732621725388304,4,2
highcap,1,1.0,1900,4.831799646461143,2.9258639873842434,1.726709948205738,5,2
highcap,1,1.0,2000,4.864940583412157,2.8594018604891627,1.7154094459568066,5,2
deep,0,0.1,0,0.46263536312922504,-0.40461151741183876,1.998914649165859,4,4
deep,0,0.1,100,4.7843405062689115,4.2857083347201534,1.9015098847139777,5,2
deep,0,0.1,200,4.409907130809765,3.959369202365158,1.9713522941187096,4,2
deep,0,0.1,300,3.5815650021327894,3.5915624976210943,1.9911942779447271,4,2
deep,0,0.1,400,3.128881811105101,3.184608799811752,1.991669417926279,3,2
deep,0,0.1,500,2.824812405051734,2.9761085924941906,1.9922229286534345,3,2
deep,0,0.1,600,2.554913912566244,2.8076808865178737,1.9899294954732447,4,2
deep,0,0.1,700,2.3221184759855795,2.7617806728521312,1.988382995467041,4,2
deep,0,0.1,800,2.1236763826341516,2.747974200785494,1.9893530415311336,3,2
deep,0,0.1,900,1.9548304647792758,2.6634005350316716,1.9788073599113485,2,2
deep,0,0.1,1000,1.8594519237369163,2.6365599646081073,1.9762303953556262,4,2
deep,0,0.1,1100,1.8527805240080681,2.3182612213795597,1.9760920129455999,4,3
deep,0,0.1,1200,1.657495296220672,2.239209651683991,1.9806978559050465,3,2
deep,0,0.1,1300,1.5810483195260208,2.1780118336529455,1.9766064258260678,3,2
deep,0,0.1,1400,1.5512085460054656,2.2279615993688164,1.9804450911141844,3,2
deep,0,0.1,1500,1.483702619160887,2.137813109562442,1.9730655702487465,3,3
deep,0,0.1,1600,1.4332514414959494,1.9565194820149383,1.9768674188152353,4,3
deep,0,0.1,1700,1.4135473042610691,1.917569873946766,1.9775897670806897,4,3
deep,0,0.1,1800,1.3806723917056658,1.914824534650128,1.979303978478812,4,2
deep,0,0.1,1900,1.359019446762657,1.866563697947722,1.9806955938511657,3,2
deep,0,0.1,2000,1.3837361928136058,1.9279510754466713,1.9832896511683844,3,2
deep,0,0.2,0,0.46263536312922504,-0.40461151741183876,1.998914649165859,4,4
deep,0,0.2,100,4.345142524932726,2.681214217937841,1.7360892947104507,3,2
deep,0,0.2,200,3.3609838343518454,2.4365392731678224,1.8856896867141648,4,2
deep,0,0.2,300,2.517564145578474,2.1909416856802935,1.8953273503382988,3,2
deep,0,0.2,400,1.836002736391121,2.234579752122709,1.9171734737488864,4,2
deep,0,0.2,500,1.698123643362706,2.214670811106064,1.9134897455144206,4,2
deep,0,0.2,600,1.6634964314970322,2.136237021520662,1.9286665737978126,4,2
deep,0,0.2,700,1.6440298224627625,2.1528715144434205,1.9155369837283198,4,2
deep,0,0.2,800,1.5777402149249031,2.119546579130544,1.9102283093428003,4,2
deep,0,0.2,900,1.5537670546896578,2.1428069343696716,1.9036473073663784,4,2
deep,0,0.2,1000,1.507933802091685,2.0944230690851775,1.907686207775194,4,2
deep,0,0.2,1100,1.5124214527525481,2.183114982424989,1.886691818742283,4,2
deep,0,0.2,1200,1.4689417899472872,2.0711528746031096,1.8897029412720963,4,2
deep,0,0.2,1300,1.4336647683491677,2.044362582542867,1.8997577289372136,4,2
deep,0,0.2,1400,1.4204988895520643,2.00318214403986,1.9035621806575034,4,2
deep,0,0.2,1500,1.4361927802772456,1.9478670786188612,1.898441775750916,4,2
deep,0,0.2,1600,1.3855279060891945,1.9232736980054455,1.9158073135829938,4,2
deep,0,0.2,1700,1.3883295848207045,2.027818095568163,1.8947572030390125,4,2
deep,0,0.2,1800,1.3927231992201818,1.920299969400567,1.899243180802782,4,2
deep,0,0.2,1900,1.368810960755793,1.9483911755189425,1.8957020896553607,4,2
deep,0,0.2,2000,1.3769525535215994,1.9600921472976616,1.8905756824553912,4,2
deep,0,0.5,0,0.46263536312922504,-0.40461151741183876,1.998914649165859,4,4
deep,0,0.5,100,3.324711837261672,1.4002862779696823,1.8912958253617382,4,3
deep,0,0.5,200,2.2776581820010655,1.0009322465107537,1.946801882536997,4,3
deep,0,0.5,300,1.9791145769970537,0.5758074644522235,1.9760441862631306,4,4
deep,0,0.5,400,1.695099563103323,0.2953699932612217,1.9859825214286118,4,3
deep,0,0.5,500,1.5472125215015229,0.2382897207805712,1.9921641441552176,4,2
deep,0,0.5,600,1.2484997394712405,0.14496874506646407,1.9955075379249647,4,3
deep,0,0.5,700,1.2061068071728247,0.13321541838622863,1.9983421527646728,4,3
deep,0,0.5,800,1.0663224265585853,0.13025397691236407,1.9983708073363964,4,3
deep,0,0.5,900,0.9604887835347977,0.12363607376331842,1.9999706194163183,4,3
deep,0,0.5,1000,0.9073339042592448,0.12722601919901066,1.9996411931770965,4,3
deep,0,0.5,1100,0.8666158814527378,0.12239207016539311,1.9962904214145154,4,3
deep,0,0.5,1200,0.8392539067099882,0.11660992313140639,1.9946082053099652,4,3
deep,0,0.5,1300,0.7769530742767934,0.08092538395416682,1.9962838084227281,4,3
deep,0,0.5,1400,0.7248621441512402,0.09828050591766768,1.9904345116150826,4,3
deep,0,0.5,1500,0.714946917366257,0.0799222803926618,1.9935867340376439,4,3
deep,0,0.5,1600,0.6488907478042627,0.11770453875877962,1.9942768770047985,4,3
deep,0,0.5,1700,0.8379824210818843,0.12731368345598248,1.9851170601134576,4,3
deep,0,0.5,1800,3.2278764853759885,1.1402440270125656,1.9656251555799658,4,3
deep,0,0.5,1900,1.34827250376852,0.26182505575317805,1.997930424455229,5,4
deep,0,0.5,2000,0.9623319878099252,0.13216757423782965,1.9987792330669647,4,3
deep,0,1.0,0,0.46263536312922504,-0.40461151741183876,1.998914649165859,4,4
deep,0,1.0,100,4.3725317441229326,2.1158659969502907,1.799379580036828,3,2
deep,0,1.0,200,4.667640949810867,2.409515380576744,1.7024274661162881,3,2
deep,0,1.0,300,4.7858698049921475,2.8576761919635754,1.6483904266260228,3,2
deep,0,1.0,400,4.805119735328271,2.9922441998425793,1.6410683069554932,3,2
deep,0,1.0,500,4.709945783190914,2.8632970024359885,1.6190918731798813,3,2
deep,0,1.0,600,4.724052410378793,2.8367869852849434,1.6180779684420634,3,2
deep,0,1.0,700,4.708422691294654,2.848947165693394,1.6157719829626727,3,2
deep,0,1.0,800,4.630812721035426,2.9024804786012854,1.6153532742999375,3,2
deep,0,1.0,900,4.647237420494873,2.943237283800288,1.5933778423567808,3,2
deep,0,1.0,1000,4.61934217865304,3.118076905175567,1.6153495338185173,3,2
deep,0,1.0,1100,4.656652617892057,2.9218646387868628,1.5770852707882568,3,2
deep,0,1.0,1200,4.686196523789182,3.0896247716833223,1.5959274135422794,3,2
deep,0,1.0,1300,4.647517587010666,3.0939433157536023,1.580933019618279,3,2
deep,0,1.0,1400,4.662613830053294,3.0780483055188608,1.5939474272111203,3,2
deep,0,1.0,1500,4.6323239983883155,2.8845458215852418,1.6044462104039474,3,2
deep,0,1.0,1600,4.569710361882352,2.975467972978395,1.5869433990543464,3,2
deep,0,1.0,1700,4.626225407915708,2.976358454783597,1.5902487164788264,3,2
deep,0,1.0,1800,4.61740058246809,2.8978746320027398,1.6015291244249783,3,2
deep,0,1.0,1900,4.63393535392947,2.9270655247539263,1.5758981735026996,3,2
deep,0,1.0,2000,4.643608091359903,3.0193300896829687,1.5907434172033177,3,2
deep,1,0.1,0,0.42363156055800744,-0.42776944261507666,1.9987310639301274,4,4
deep,1,0.1,100,4.920559166170268,3.919306667500603,1.8618230727891065,3,3
deep,1,0.1,200,4.452642216605593,4.0109029162863905,1.9428120677663347,3,2
deep,1,0.1,300,3.9288756201801913,3.60827719262371,1.953945138345531,3,3
deep,1,0.1,400,3.458898834739811,3.275415902534892,1.974188708084899,3,2
deep,1,0.1,500,3.0666532437946152,3.022196253052959,1.9816744836713491,3,2
deep,1,0.1,600,2.714462537347167,2.879640279484457,1.9851243317190534,3,2
deep,1,0.1,700,2.389256782349687,2.7081712441753556,1.986215366998855,3,2
deep,1,0.1,800,2.1271870185316146,2.62818209315558,1.9857744935598436,3,2
deep,1,0.1,900,2.043213931810591,2.3433063427164242,1.9793434104468128,3,2
deep,1,0.1,1000,1.8941037179209363,2.516869959868327,1.9773768993086929,3,2
deep,1,0.1,1100,1.8666822670088123,2.3192945717906426,1.972165010610611,3,2
deep,1,0.1,1200,1.7465603472901954,2.3049130006187006,1.9772293248358677,2,2
deep,1,0.1,1300,1.6541047309151509,2.2803790431137223,1.9742944399037936,3,2
deep,1,0.1,1400,1.5247976863958126,2.1080689625499165,1.97544388210154,2,2
deep,1,0.1,1500,1.5045723117592278,2.0758331950652753,1.9709576483227265,4,2
deep,1,0.1,1600,1.4365381472026293,2.0145757862553175,1.975460277280685,4,2
deep,1,0.1,1700,1.3713042427867475,1.9808014754152534,1.9761613120707,4,2
deep,1,0.1,1800,1.3374683574261912,1.946143474092553,1.9785694871473536,4,2
deep,1,0.1,1900,1.2946442582359694,1.9647254696126666,1.9776401072901837,3,2
deep,1,0.1,2000,1.283060229544665,1.9316839440021667,1.9791427621633448,4,2
deep,1,0.2,0,0.42363156055800744,-0.42776944261507666,1.9987310639301274,4,4
deep,1,0.2,100,3.237829742912343,1.8951264773832897,1.8030990806443383,4,4
deep,1,0.2,200,2.0701865890903406,2.1301175748337364,1.8934065185500981,4,3
deep,1,0.2,300,1.687896086785532,1.756057016090601,1.9249710163951512,4,3
deep,1,0.2,400,1.543953612676333,1.5583562217687135,1.9496839523194018,4,3
deep,1,0.2,500,1.480298776972953,1.634066013450699,1.943607003117391,4,2
deep,1,0.2,600,1.3814154032792825,1.6605398045679944,1.9552886289184201,4,2
deep,1,0.2,700,1.3383110828771247,1.6911484298176305,1.9383920175707492,4,2
deep,1,0.2,800,1.2598432284301353,1.5675416228548311,1.9563287091615156,4,2
deep,1,0.2,900,1.223826831003521,1.5940344295021038,1.959546920253939,4,3
deep,1,0.2,1000,1.166653244411176,1.6203733338237036,1.9584956353988243,4,3
deep,1,0.2,1100,1.189835986829051,1.6526266044854445,1.9430533947071713,4,3
deep,1,0.2,1200,1.1213323034964073,1.6747817215064842,1.9490427788223608,4,2
deep,1,0.2,1300,1.0955461570717109,1.5130453658127614,1.9579924312370554,5,3
deep,1,0.2,1400,1.0957970915498212,1.6033153483933695,1.9460191138104177,4,3
deep,1,0.2,1500,1.1096285628556206,1.5749730627243714,1.9396056279852876,5,3
deep,1,0.2,1600,1.0728495814197405,1.3750319056295712,1.9508997526601846,4,3
deep,1,0.2,1700,1.0809400488454965,1.52387410700703,1.941328674505533,4,3
deep,1,0.2,1800,1.068397974601396,1.3364136585919937,1.9433839360651366,4,3
deep,1,0.2,1900,1.0749377924690044,1.4069251154791669,1.9332840643316118,4,3
deep,1,0.2,2000,1.056389025167615,1.315180186443138,1.9479577816489317,4,3
deep,1,0.5,0,0.42363156055800744,-0.42776944261507666,1.9987310639301274,4,4
deep,1,0.5,100,3.3300055262674295,1.2268491852604875,1.89018173629079,4,3
deep,1,0.5,200,1.8730117856239588,0.5835912285996816,1.9598838820887479,4,3
deep,1,0.5,300,1.5801706266012499,0.3705042642040386,1.9840934294402632,4,4
deep,1,0.5,400,1.5266904347109929,0.3184128926270482,1.9964148741020338,4,2
deep,1,0.5,500,1.3934372859068596,0.3174145846472598,1.9977064711532742,4,3
deep,1,0.5,600,1.2103089399782352,0.15726232600289336,1.9997524327955034,4,3
deep,1,0.5,700,1.1075241501285902,0.14953149185362946,1.998986915761136,4,3
deep,1,0.5,800,0.9851566015721414,0.14345695139762427,1.9994263428390529,4,3
deep,1,0.5,900,0.8894367322988082,0.10172182541454333,1.9945475862969444,4,3
deep,1,0.5,1000,0.8292562268305854,0.14160242596082995,1.9928810728910653,4,3
deep,1,0.5,1100,0.7780446256830054,0.17639834674488597,1.9939584757018929,4,3
deep,1,0.5,1200,0.7873001343913497,0.06730028289335976,1.9959332448864597,4,3
deep,1,0.5,1300,0.680305349015244,0.08729079358242231,1.9952639080589394,4,4
deep,1,0.5,1400,0.6507140676403562,0.15564235564616524,1.989498259534057,4,4
deep,1,0.5,1500,0.6299579196600078,0.1427821248675727,1.992411471928801,4,4
deep,1,0.5,1600,0.49222166007018053,0.1365308451145495,1.9908550749524874,4,4
deep,1,0.5,1700,3.3818404440937897,0.9791231514351022,1.8542190356864832,4,3
deep,1,0.5,1800,1.5370827674996352,0.3213709932717599,1.9913639884437144,4,3
deep,1,0.5,1900,0.8339623410355923,0.14128706051022988,1.9963317013052084,4,4
deep,1,0.5,2000,0.6471959336990274,0.10687186817084537,1.9934422423321687,4,3
deep,1,1.0,0,0.42363156055800744,-0.42776944261507666,1.9987310639301274,4,4
deep,1,1.0,100,4.711057668280919,2.2039381869866013,1.8407775304537168,3,2
deep,1,1.0,200,4.5328353698043315,1.8445126101308507,1.813608777529614,3,2
deep,1,1.0,300,3.9188375442583343,1.1738757434212044,1.8587144268351772,3,2
deep,1,1.0,400,3.4465383306683908,0.5356256714760068,1.9131574108890852,3,2
deep,1,1.0,500,3.428132461516981,0.9458192042822322,1.9494784509069758,3,2
deep,1,1.0,600,3.403875763013751,1.0776869562322382,1.9611755863523892,3,3
deep,1,1.0,700,3.431060410914169,0.9723900632230063,1.9562582341731012,3,3
deep,1,1.0,800,3.2744356844716798,0.8075343075734924,1.9691071439722807,3,3
deep,1,1.0,900,3.2687299407277983,0.8464192942526569,1.9683238693885268,3,3
deep,1,1.0,1000,3.3035076023832772,0.8378527653595018,1.9579144142814178,3,3
deep,1,1.0,1100,3.3094611240822243,0.8205962267281137,1.9606232590042953,3,3
deep,1,1.0,1200,3.2945263778654876,0.8548426200668438,1.9661406790021225,3,3
deep,1,1.0,1300,3.3526410729111618,0.8542552938062613,1.9661417265552608,3,3
deep,1,1.0,1400,3.2797455010049,0.8166599333732005,1.9598411091140957,3,3
